111,BA,517.14
111,BU,2120
111,BR,431
111,GN,1728
111,GY,103
111,OR,722.16
111,PI,566
111,PU,174
111,RE,2141
111,WH,992
111,YE,1452
113,blu,146
113,celeste,9
113,giallo,360
113,grigio,11
113,verde,192
113,viola,31
113,azzurro,71
