"ara"	0	0	"ela"
"ara"	0	0	"ela"
"ara"	0	0	"ela"
"ara"	0	0	"ela"
"ara"	0	0	"ela"
"ara"	0	0	"ela"
"ara"	0	0	"ela"
"ara"	0	0	"ela"
"ara"	0	0	"ela"
"ara"	0	0	"fwq"
"ara"	0	0	"fwq"
"ara"	0	0	"fwq"
"ara"	0	0	"fy"
"ara"	0	1	"dakhl"
"ara"	0	1	"dakhl"
"ara"	0	1	"dakhl"
"ara"	0	1	"dakhl"
"ara"	0	1	"dakhl"
"ara"	0	1	"dakhl"
"ara"	0	1	"fy"
"ara"	0	1	"fydakhl"
"ara"	0	2	"ela"
"ara"	0	2	"ela"
"ara"	0	2	"ela"
"ara"	0	2	"ela"
"ara"	0	2	"ela"
"ara"	0	2	"ela"
"ara"	0	2	"ela"
"ara"	0	2	"ela"
"ara"	0	2	"ela"
"ara"	0	2	"ela"
"ara"	0	2	"ela"
"ara"	0	2	"ela"
"ara"	0	3	"ela"
"ara"	0	3	"ela"
"ara"	0	3	"ela"
"ara"	0	3	"hwl"
"ara"	0	3	"hwl"
"ara"	0	3	"hwl"
"ara"	0	4	"ela"
"ara"	0	4	"ela"
"ara"	0	4	"ela"
"ara"	0	4	"fwq"
"ara"	0	5	"alkharj"
"ara"	0	5	"bjanb"
"ara"	0	5	"bjanb"
"ara"	0	5	"bjanb"
"ara"	0	5	"bjanb"
"ara"	0	5	"bjanb"
"ara"	0	5	"bjwar"
"ara"	0	5	"bjwar"
"ara"	0	5	"bjwar"
"ara"	0	5	"bjwar"
"ara"	0	5	"bjwar"
"ara"	0	5	"bjwar"
"ara"	0	5	"bjwar"
"ara"	0	6	"ela"
"ara"	0	6	"ela"
"ara"	0	6	"ela"
"ara"	0	6	"ela"
"ara"	0	6	"ela"
"ara"	0	6	"ela"
"ara"	0	6	"ela"
"ara"	0	6	"ela"
"ara"	0	6	"ela"
"ara"	0	6	"ela"
"ara"	0	6	"fy"
"ara"	0	7	"ela"
"ara"	0	7	"ela"
"ara"	0	7	"ela"
"ara"	0	7	"ela"
"ara"	0	7	"ela"
"ara"	0	7	"ela"
"ara"	0	7	"ela"
"ara"	0	7	"ela"
