-1.05340,-3.37650,1.06402,0.31811,-2.24679
0.78934,-3.57409,1.94701,1.58643,-0.40510
-0.59537,1.41866,-0.37672,0.33857,-0.50193
-1.49322,1.10871,-0.20000,-0.10539,0.63643
-0.97838,0.87135,-0.11379,-0.55702,1.45462
1.47630,-2.09219,1.23235,1.71968,-2.59001
-0.07747,1.16232,-1.07961,0.71374,0.33255
-1.05153,1.12886,-0.97826,-0.10438,0.11520
0.59333,1.18798,-0.12832,-0.88549,1.08089
-0.70397,0.94515,0.02405,-0.52060,1.57043
-0.17022,1.66314,0.42159,1.17751,-0.38292
-0.80526,1.16536,-0.96194,-0.10324,0.21611
-1.59337,-3.00494,-0.54612,2.15924,-0.17016
2.23408,-1.44449,0.39715,0.25505,1.46467
1.30698,1.62635,0.60114,0.30260,0.73279
-0.03601,-3.54424,2.00750,2.45110,-1.94675
0.22164,-3.43488,0.89678,0.57555,-1.66260
-0.30100,1.43652,-0.75806,-0.44317,-0.27847
-0.99890,-2.35379,0.07074,1.84168,0.66100
1.03336,1.54333,0.09615,-0.43771,0.19577
-0.55003,1.16165,0.66262,-1.44101,0.85341
0.59493,1.47482,-0.08490,-1.02394,0.30315
-2.02180,-2.82408,-0.54120,1.46340,-0.29109
1.48479,-2.00576,-2.46558,1.54414,-1.46487
0.61884,-0.27954,-1.48067,-0.87057,1.14653
0.55784,1.46609,-0.04144,-1.03771,0.27074
0.46191,1.41507,-0.03423,-1.11857,0.25028
-0.18893,1.59284,-0.23678,-0.52968,-0.53774
-0.93458,-0.72521,-1.96482,-0.77249,-0.21322
0.71948,1.38429,-0.30289,-0.45317,0.99537
-0.04416,-3.55477,2.12170,2.42351,-1.97689
0.83093,-3.48599,1.92049,1.78704,-0.36365
-0.61175,1.28317,-0.68030,-1.01817,-0.32034
-0.60903,-3.27286,0.78022,0.34612,-2.13165
-1.50319,1.23200,-0.03691,-0.58956,0.09365
-0.88859,1.17834,-0.53167,1.24095,0.00438
-0.53011,1.30035,-0.73252,-1.01088,-0.37437
0.35819,1.74021,0.13450,1.41732,-0.49922
-0.40637,1.45790,1.38710,-1.15964,0.65642
-1.09211,-3.30684,1.07690,0.37121,-2.24618
0.32909,1.38137,0.07849,-1.14767,0.24889
-0.50762,1.03014,0.61173,-0.87512,1.45357
-0.79637,-3.28396,1.12977,0.33943,-1.95909
1.62677,-1.24598,-0.27244,-1.34137,0.68788
-0.18930,1.48895,-0.17797,-0.89624,-0.56306
-0.37990,1.41417,1.22959,-0.34072,1.20632
0.26962,1.43451,0.10269,1.12700,0.48378
-0.90945,1.05221,0.15018,-1.15379,0.97278
2.35707,-0.49797,0.17728,1.22384,-2.18154
0.14976,1.21682,-0.53305,-1.34157,0.50971
-0.41699,1.33045,1.36052,-0.66043,1.20440
-0.49632,1.31158,-0.79469,-1.01748,-0.37038
-0.03593,1.49144,-1.34025,-0.08152,-0.45342
0.28767,1.15736,-0.51489,1.72372,0.86604
-0.67674,0.97753,0.08280,-0.50772,1.57467
0.82704,1.33479,0.01487,-0.01971,0.86405
0.01487,1.63117,-0.33464,-0.50103,-0.54867
0.60920,-0.45507,-1.32430,-1.22256,1.10867
-0.93794,-0.74535,-1.90938,-0.84139,-0.22244
2.31466,-1.57000,0.18504,0.32995,1.42443
0.34123,1.32749,-0.65551,-1.01925,0.49850
0.05414,1.10850,-0.65200,-0.42625,1.13161
0.65699,1.67155,0.77965,-0.91360,0.06922
1.62555,-2.42745,1.17405,2.15980,-2.91529
-0.76520,-3.31452,0.76538,0.44333,-1.98032
-0.45705,1.03897,0.61353,-0.86558,1.48220
0.35312,1.20751,-0.65503,-0.30289,1.19400
0.11288,-3.11829,-0.51871,-0.30244,0.10603
-0.82502,0.96739,0.22400,-1.42563,1.05059
1.23500,0.24065,-0.92491,-1.61241,0.01858
0.18594,1.17971,-0.63707,1.61880,0.60788
