0.7784419456,-0.1508797766,0.1921736813,0.0986146805
0.2828134535,0.5754431528,0.3222496682,0.0645308698
-0.0676974475,-0.2325840896,0.3309345763,0.2974342665
-0.0274751971,-0.3642852822,0.1874802463,0.0069960534
0.0870346042,0.0010709617,0.4921529907,-0.280075018
0.359944562,0.2304498501,-0.6388265787,-0.60758246
-0.1253290765,-0.3841056792,0.0080196616,-0.0098215299
0.5220021281,-0.1560311187,0.2651454831,0.2224840855
-0.5229754297,-0.186833667,-0.1997581839,0.0115386616
-0.5094636185,-0.0137678949,0.241110239,-0.1611932178
0.4976881434,0.1290790363,0.0120783162,-0.4167954744
0.4040168786,-0.2651926968,0.1687107139,-0.0691940817
0.8397156438,0.159078628,-0.0658391133,-0.0978755316
-0.0121152707,0.5085023078,0.379353985,-0.0333278281
-0.349281019,0.1901748684,-0.3862370842,-0.5435194259
0.3405622845,0.2236032021,-0.6551880629,0.5565187005
0.6235632793,-0.0965849252,-0.4964012603,-0.2363448637
-0.1663550863,-0.0201084766,0.3147697331,0.510116282
0.2830637246,0.2881588518,0.559769658,0.0132914814
-0.470107869,-0.0872640249,-0.3764158024,0.0112848419
-0.6397183193,0.0527984133,0.1766908154,-0.0931789357
-0.5591541545,-0.0928124273,0.0336107052,0.1864095323
0.7001119632,-0.1444359139,0.239421998,-0.1637616957
0.1893937707,0.1921749635,-0.6526227562,0.5876082969
-0.2147788775,-0.3662618059,-0.0134965059,-0.0701547352
-0.437750384,-0.0553330825,-0.1621098399,0.1019939517
-0.2228704478,-0.1564190025,0.005975334,0.3687446063
-0.115584109,-0.1994695596,0.14326683,0.4304774774
0.6315932938,-0.2045433466,0.253894196,0.1184097832
-0.484092932,0.2378307357,0.2223500452,0.1670010042
0.2389323188,0.2335061747,-0.7071537403,0.526719596
0.1548583401,0.5076309534,0.4600253854,0.1818593639
-0.231682946,-0.2294703361,0.1761218815,0.2387697073
0.8079738924,-0.1014293978,0.0490396329,-0.0936471115
-0.196777741,-0.2224775211,0.4634928508,0.1354050303
0.8600014914,0.2303445688,-0.0708932795,0.0063150921
-0.0102246232,-0.1570182089,-0.0452817284,0.4501408105
0.0454258297,0.3610570475,-0.8109792122,-0.3443206015
-0.3233689105,0.1398054511,0.2649683841,-0.3287565862
0.7771526386,-0.0051292185,0.3165267862,0.0429215325
-0.4511788994,-0.007981129,-0.0139335693,0.1476655709
-0.2931031156,-0.1372641686,-0.1331286794,-0.515043969
0.8473839635,0.0414041388,0.2874276694,2.81892564846231E-17
-0.2182442177,-0.2770281168,-0.3213362926,-0.3157484347
0.1168783681,-0.2854312992,-0.0451420844,0.1341763214
-0.098921659,-0.124165955,0.0189811331,-0.5347248143
0.1175994611,0.5677606886,0.1811124955,-0.0493698409
-0.2210319501,-0.2288653188,0.0523105188,-0.1606928673
0.259811944,0.294812036,-0.814669805,-0.3344132516
-0.2580758874,-0.268792425,-0.1668182215,-0.2409697935
-0.3996152344,-0.0055136731,0.0084514847,-0.4400813537
-0.2519533002,-0.2743816573,-0.1633227269,-0.2371703431
0.009418986,0.0573808465,-0.4211782531,0.3656163591
0.0753015334,0.5807565433,0.2367095294,0.0107110514
-0.4894474421,-0.0380071812,0.1492507392,-0.3690531247
-0.3032201323,-0.2886694373,-0.3191977601,0.0123839259
-0.411041476,-0.0027872572,-0.0181788886,0.4088828857
-0.3626296516,-0.0805816543,-0.4791767375,-0.3028082653
0.6701577727,-0.0248598076,0.2772986612,0.4768240932
-0.0436134437,0.5926149446,0.1057894149,-0.0397819292
-0.2586437259,-0.2435118202,-0.0620245321,-0.2323990163
-0.1049349645,0.1513873375,0.6186217238,0.1338755014
-0.4307149061,-0.067716585,-0.1095523425,0.061951545
0.3106652567,0.3891299947,-0.764390305,-0.3080164531
0.7438274914,-0.1704562963,0.0792944697,-0.0719906421
-0.6082947301,0.0184146575,0.1481537335,-0.1249721461
-0.2661356694,0.4386630753,0.2009522075,0.1020702051
0.0082485336,-0.364841465,-0.0013816685,0.2057939142
-0.5965766852,0.0277126375,0.2046889474,-0.0377900919
-0.7593353865,0.3201094921,-0.2156400109,-0.0135433672
0.0180755173,0.4610779582,0.3647460636,0.2608367852
