66.5
3
46
42
25.5
54
46
69
35.5
18.5
48
59.5
59.5
2
50
54
54
42
58
35.5
14
35.5
63
54
25.5
35.5
35.5
42
69
9
54
1
25.5
64.5
25.5
61
25.5
50
11.5
66.5
35.5
35.5
64.5
25.5
42
25.5
5.5
25.5
57
25.5
16.5
25.5
50
4
16.5
35.5
42
25.5
69
5.5
25.5
10
18.5
71
62
14
8
46
14
11.5
7
