-4.25976,0.85803,-0.76201,0.01031,0.68436,0.08995,0.00665,-0.73609,-0.10877,-0.15389,0.42621,-0.08029,0.07384,0.07449,0.11591,-0.18019,-0.12771,0.04170,0.00030,-0.12411
-4.44005,-0.49533,0.44406,-0.19480,0.41355,-1.33742,-0.18356,-0.14022,-0.04281,-0.20951,-0.49567,-0.30032,-0.68702,0.00444,0.22125,-0.16987,0.03344,-0.06776,0.02143,0.18828
1.16076,-0.51662,-0.94984,0.52742,-0.43686,-0.36744,0.13254,0.37152,-0.12664,0.17322,0.43413,-0.06828,0.11689,0.33391,-0.02206,-0.30908,0.22446,-0.12546,0.16458,0.05741
1.47804,0.59310,-0.89900,-0.36553,-0.37170,-0.02788,0.09537,0.18100,-0.92953,-0.17672,-0.37399,0.02999,-0.00532,-0.37349,-0.26258,0.18249,-0.05748,0.22530,-0.00623,0.26631
1.72464,0.94108,-0.02783,-0.73607,0.05788,-0.28749,-0.23031,-0.29793,-0.51798,-0.12013,0.03121,0.27637,0.32592,-0.07487,0.16389,-0.01647,0.19219,0.08862,-0.02536,-0.08175
-4.41273,-1.82271,0.29180,-1.08441,0.09667,1.15267,0.59291,0.06205,0.10712,0.24194,-0.72547,0.31947,0.34098,-0.26681,-0.11299,-0.67373,0.09209,0.04979,-0.03933,-0.01568
1.15107,-0.48493,-0.66225,0.35416,-0.65498,-0.40434,0.10526,-0.49725,-0.05245,0.54536,0.09602,0.08082,0.26330,-0.00450,-0.03733,0.13529,0.23643,-0.13593,-0.59307,0.10354
1.39411,0.31477,-0.94899,0.43112,-0.25585,0.12702,0.50231,-0.43696,-0.45026,-0.15936,-0.09951,0.05095,0.05146,-0.27951,0.14515,0.04475,-0.15445,-0.06331,0.10513,0.00627
1.79206,-0.11169,0.40296,-0.08191,0.48455,0.04905,0.04833,-0.50190,0.36924,0.20413,-0.02113,0.41048,-0.33325,-0.14309,-0.22691,0.11658,-0.37618,-0.41369,-0.02568,-0.15118
1.75446,0.77795,0.11797,-0.77798,0.06592,-0.43840,-0.29232,-0.10785,-0.54516,-0.09025,-0.23789,0.28860,0.20066,-0.04111,0.08166,0.05337,0.12236,0.14028,-0.05473,-0.01208
0.95447,-1.30558,-1.09360,-0.37931,-0.96340,0.46532,-0.46959,-0.46847,0.21356,0.07997,0.22013,-0.63984,0.05138,0.10076,-0.00371,0.02320,-0.19517,0.15185,-0.10403,-0.20226
1.41510,0.19359,-0.86036,0.43353,-0.23151,0.08588,0.48974,-0.32027,-0.43682,-0.12007,-0.23267,0.09615,0.03671,-0.29334,0.06911,0.14620,-0.18947,-0.02616,0.03080,0.06239
-3.20514,1.51310,-0.41454,-0.96737,-1.66132,0.10353,0.33240,0.84249,0.82591,-0.04156,0.08983,0.22868,0.18641,0.01580,0.11085,0.18663,-0.19908,-0.08665,0.01942,0.03851
-0.93975,-0.07766,2.68964,0.31611,-1.10415,-0.73738,0.77953,0.04790,-0.60290,-0.29395,0.30374,-0.53701,0.04237,-0.32104,0.08027,-0.09741,-0.07415,0.01660,-0.23303,-0.20886
1.55341,-1.30734,0.62120,-0.46498,-0.19373,0.23243,-0.52188,-0.48225,0.45306,0.10124,0.03207,-0.31929,0.35646,-0.31535,0.39666,0.42142,0.27673,-0.27260,0.10156,0.36091
-5.36127,-0.54315,0.00491,0.54129,0.82506,-0.44372,-0.23476,0.65590,0.05706,0.01142,-0.30576,-0.16651,0.37237,0.08237,-0.57577,0.67892,0.14538,-0.10440,0.07793,-0.21428
-4.67551,0.11707,-0.15881,0.13969,0.54347,-0.12289,-0.04808,-0.42463,-0.02998,0.12888,0.07403,-0.04837,-0.02021,-0.00476,-0.09473,0.11632,-0.01209,0.05269,-0.13335,0.55720
1.50256,-0.18224,-0.65208,0.68130,0.15446,-0.10381,0.62188,0.36470,-0.13142,-0.13979,-0.29524,-0.16952,-0.01168,0.07569,0.16480,-0.04235,-0.10108,0.14050,0.22426,0.17736
-2.90561,1.07077,0.05073,-1.16186,-1.67095,-0.55561,0.03085,0.95064,0.75743,-0.16449,-0.13397,0.16376,-0.17040,0.15246,0.19809,0.08035,-0.08765,-0.17702,0.01976,0.17351
1.63165,-0.70956,0.41917,0.11427,0.29194,-0.28587,-0.06190,0.16208,0.63934,0.05405,0.60481,0.12224,0.21724,-0.22210,-0.08619,-0.01563,0.57870,-0.18010,0.13765,0.24250
1.92345,0.54031,0.21402,-0.92418,0.64730,-0.06191,-0.21762,0.60133,-0.06773,0.15719,0.26983,-0.01305,-0.31540,0.04590,-0.45645,-0.22446,0.10612,-0.03053,0.00033,-0.06554
1.82042,-0.27576,0.33993,0.06624,0.71827,-0.09517,0.18448,0.15829,0.61176,-0.26874,0.16494,0.14594,-0.03613,-0.02596,0.04674,-0.06181,0.00110,0.13540,0.04470,-0.08110
-3.02146,1.71483,-0.57068,-0.88364,-1.56419,0.24092,0.32885,0.62442,0.79787,-0.03110,0.26396,0.22293,0.15697,0.07274,0.18503,0.06286,-0.22444,-0.12401,0.03329,-0.02515
-2.25449,-0.66435,-0.17190,2.03993,0.34102,0.23336,-2.09573,1.60958,-0.66484,0.12929,0.29629,0.39733,0.20181,-0.62221,0.59323,-0.37955,-0.42315,-0.15041,-0.17421,-0.00442
0.81524,0.84981,1.21414,1.02932,-0.26292,0.53788,-0.46081,-0.51126,0.20618,-0.13284,-0.47438,0.20386,0.28728,0.53519,-0.26669,0.00337,-0.19503,0.19951,0.06520,0.26217
1.81796,-0.28470,0.32667,0.06181,0.72200,-0.04174,0.18097,0.15266,0.61700,-0.27450,0.18230,0.14633,0.03276,-0.03460,0.05179,-0.02838,0.01297,0.14810,0.04583,-0.06341
1.80861,-0.13218,0.24705,0.05416,0.72888,-0.00125,0.18405,0.10531,0.57813,-0.22568,0.31304,0.13239,0.04044,-0.04261,0.02458,-0.06439,0.03206,0.04820,0.07246,-0.20433
1.56547,-0.34817,-0.60064,0.38738,0.27891,0.17872,0.51553,0.37236,0.22027,-0.37421,0.05590,-0.18546,-0.40223,-0.26704,-0.19196,-0.12423,-0.17781,0.15755,0.18493,0.07900
0.07171,1.50684,-0.32858,1.33515,-0.77975,1.14349,-0.31209,-0.31692,0.07838,-0.49427,-0.45551,-0.26550,-0.24251,-0.20975,0.03589,-0.15046,0.57074,-0.28003,0.11420,-0.19722
1.76262,-0.32848,0.45084,-0.06920,0.36107,-0.19610,0.00318,-0.42455,0.45321,-0.33324,-0.19974,0.40449,-0.21246,-0.29327,0.02058,0.15972,-0.26296,0.03881,-0.06170,-0.08589
-5.34460,-0.54006,-0.00752,0.56659,0.87939,-0.44693,-0.20982,0.74635,0.08813,0.00739,-0.26401,-0.20254,0.38073,0.11518,-0.57384,0.63941,0.17333,-0.08938,0.08868,-0.22201
-4.32138,-0.55101,0.51054,-0.23994,0.42743,-1.44271,-0.20911,-0.19383,-0.04552,-0.29498,-0.47225,-0.32532,-0.73799,0.06849,0.24136,-0.16345,0.09229,-0.09342,0.02859,0.10772
1.59404,0.18175,-0.56266,0.59971,0.36295,0.09685,0.73451,0.21557,-0.17706,0.56965,0.02916,-0.16140,-0.08577,0.19775,0.11321,-0.06249,-0.02886,-0.28776,-0.22872,0.05871
-4.27018,0.80808,-0.65642,-0.00152,0.67632,0.05649,0.05800,-0.72012,-0.06696,-0.05305,0.40680,-0.08020,0.09694,0.05756,0.07043,-0.08642,-0.12999,0.03619,-0.01093,0.02868
1.53125,0.65487,-1.00129,-0.20335,-0.03652,-0.00077,0.30200,0.69589,-0.75366,-0.13007,-0.00816,-0.30587,0.04627,-0.06822,-0.11898,-0.15321,0.20106,0.28924,0.10141,0.17447
0.87555,-0.49838,-1.35643,0.24139,-1.06311,-0.38049,-0.16208,-0.37236,-0.19956,0.14347,0.26803,0.10890,0.28671,0.17669,-0.22111,-0.10179,0.07573,0.16761,-0.13714,-0.21733
1.58950,0.13323,-0.55872,0.64007,0.37773,0.09775,0.73321,0.25682,-0.16562,0.57646,-0.00455,-0.15807,-0.07291,0.18188,0.07944,-0.00245,-0.05449,-0.30427,-0.22793,0.01240
0.85263,-1.91026,-0.98389,-0.14757,-1.12000,0.31923,-0.54278,-0.29995,0.34042,0.19881,0.06330,-0.55862,0.11694,0.08232,-0.16181,0.22046,-0.15684,0.12536,-0.07602,0.03095
1.92323,0.10366,0.28542,-1.37812,0.56195,0.53943,-0.46043,0.48525,-0.11836,0.26594,0.01958,-0.77820,-0.15728,0.28308,0.11488,-0.10585,-0.02528,-0.06327,0.07928,-0.03864
-4.37521,0.88205,-0.83490,-0.06351,0.71587,0.09224,-0.01047,-0.71882,-0.15771,-0.18937,0.48843,-0.05175,0.09003,0.08747,0.07760,-0.12917,-0.08997,0.05429,0.00642,-0.12136
1.80575,-0.08814,0.21397,0.03704,0.71191,0.03313,0.20195,0.04841,0.58103,-0.25586,0.37701,0.14173,0.06530,-0.04715,0.06140,-0.11440,0.07215,0.07904,0.06143,-0.17612
1.85050,0.62579,0.21049,-1.06102,0.30465,0.02359,-0.37437,-0.08515,-0.23673,0.13471,0.10917,0.28126,-0.30863,-0.25379,-0.50633,0.02559,-0.10350,-0.17953,-0.09094,-0.07206
-4.61442,0.60744,-0.56469,-0.03301,0.60698,0.03319,0.04833,-0.56514,-0.06298,-0.11314,0.38024,-0.08675,0.10405,0.01789,0.01063,-0.03213,-0.03869,0.01890,0.01713,-0.01605
-0.24991,0.41303,2.11337,0.80549,-0.72559,0.26504,0.02980,-0.41248,-0.42301,0.96934,0.50848,-0.10784,0.25014,-0.09247,-0.32460,-0.24319,-0.29119,0.10459,0.76768,0.16616
