-0.04698,-2.04297,-1.47316,3.90896,-0.98481
0.43276,-3.51905,-3.21136,1.64665,-0.18750
-1.57140,0.87972,0.43748,-0.45145,0.30003
-0.94488,0.10501,2.00873,-0.16987,0.14489
-0.15882,-0.32182,1.96776,-0.56141,0.88724
0.40089,-1.40173,-4.18294,1.11304,-2.81217
-1.34325,1.04703,0.23452,-0.78941,-0.44472
-1.21463,1.00641,1.50785,0.16819,-0.22726
0.72050,0.91011,0.91098,-1.35173,0.69920
-0.01720,-0.33423,1.75579,-0.87594,1.06625
-1.13481,0.43502,0.33625,-1.58409,-1.49696
-1.02529,0.95993,1.37401,-0.03878,-0.01133
0.86384,-2.59855,-0.39781,1.84429,-3.21355
2.24618,-1.28942,-1.90428,-0.60966,1.50285
0.38540,0.54693,0.12172,-2.49440,-0.38805
-1.14024,-2.16245,-4.07617,2.98685,-1.03977
0.33824,-1.40514,-2.87599,2.92945,-0.59745
-1.05552,1.26643,0.70128,-0.32725,0.81822
1.22286,-2.85315,-0.30708,1.00553,-2.00233
0.07113,1.24819,-0.14909,-1.77298,0.67023
0.74226,0.50348,2.12015,-0.89877,0.68379
0.26876,1.38832,0.58581,-1.30946,0.94415
0.70258,-1.97552,0.22732,2.26241,-2.81192
-2.62724,-2.29286,-1.78419,1.37153,1.49153
1.72838,1.20329,0.47127,0.59603,0.80159
0.28665,1.42814,0.58409,-1.28213,0.93240
0.35056,1.49072,0.84394,-1.06836,0.76884
-0.66580,1.75403,0.78387,-0.56902,0.08558
0.39295,1.38696,1.06791,1.87977,-1.16613
0.27419,0.58915,0.55655,-1.65000,1.05884
-1.13915,-2.10045,-4.10273,3.00838,-0.99372
0.36909,-3.42998,-3.45057,1.66657,-0.03331
-0.68463,1.54916,1.03148,0.05953,0.90044
0.12943,-2.34480,-1.60172,3.71460,-1.10138
-0.98031,0.41537,1.96169,0.05758,0.63660
-1.96588,0.04103,0.65510,-0.69316,-0.66285
-0.70033,1.55634,0.95248,0.02890,0.94832
-1.39120,0.56572,-0.18428,-1.86129,-1.53877
0.85975,0.41521,2.16190,-1.50379,-0.39005
0.05762,-2.20617,-1.36814,3.92036,-1.03077
0.32175,1.44288,0.83575,-1.13433,0.73482
0.61348,-0.07562,1.96935,-1.12129,0.59090
-0.01886,-2.29880,-1.47679,3.84117,-1.19331
2.28572,0.64663,-1.24615,0.39855,1.11374
-0.41443,1.91142,0.87971,-0.46568,0.09780
0.42623,-0.21079,1.93612,-1.67094,-0.30760
-1.16353,0.12061,-0.44647,-2.09539,0.00917
0.10359,0.26288,1.98595,-0.38185,1.17502
0.55673,-1.51182,-3.02107,-1.59143,-2.24779
0.10418,1.20327,0.85836,-0.55922,1.55424
0.75955,-0.16345,2.02031,-1.67226,-0.23208
-0.68660,1.58702,0.89299,-0.00065,0.98537
-1.51651,1.28787,0.17538,-0.35225,1.13182
-1.63774,-0.47631,-0.26652,-1.80185,0.39570
0.02562,-0.36239,1.73764,-0.93735,1.12007
0.14412,0.60503,0.11761,-1.89789,0.51381
-0.70363,1.79514,0.45319,-0.76662,0.25273
2.08097,1.21673,0.47041,0.42217,0.38196
0.50352,1.33401,1.10845,1.85195,-1.24056
2.40027,-1.27282,-1.90547,-0.61755,1.25875
-0.02008,1.12002,0.69590,-0.74240,1.47307
-0.15678,0.33676,0.77523,-1.00851,1.38899
0.61970,1.37106,0.92334,-1.76925,-0.29336
0.31835,-1.35872,-4.20855,1.13799,-2.81423
0.24439,-1.79380,-1.72702,3.47609,-0.97597
0.63909,-0.13525,1.90028,-1.22224,0.67368
-0.15200,0.30734,0.53800,-1.23604,1.60243
0.99062,0.76036,-1.96033,2.16364,-0.95257
0.35471,0.22699,1.97312,-0.49179,1.38936
1.60164,1.84220,-0.05655,-0.52942,-0.03838
-1.66052,-0.13185,-0.22259,-1.53106,0.24625
