62
7
56
34.5
59.5
20
43
61
38
29
58
57
64
10
17.5
4
71
29
14
34.5
23
29
64
2
49
38
31.5
26.5
59.5
15.5
3
10
49
69
43
67
53.5
20
15.5
64
34.5
38
67
49
55
43
10
43
1
43
43
52
5
10
49
34.5
25
49
67
6
43
26.5
31.5
20
70
24
10
53.5
22
17.5
13
