0.8524170119,0.0042638537,0.3769531676,0.0660333191,-0.1367809322
0.3365709437,0.5738033558,0.309361082,-0.0207360895,0.2960597925
0.0129657215,-0.1586427883,0.3472760219,0.2413323619,0.0452797262
0.0087337502,-0.365687927,0.1527203608,-0.1011434205,0.2140549831
0.1850783733,0.007134028,0.3943958416,-0.3227811489,-0.0847765783
0.0805873814,0.2544065796,-0.6835795364,-0.5718822258,0.18642402
-0.2572507827,-0.2178477482,0.0319043861,-0.0485195131,0.3347153015
0.6216414774,-0.1592271865,0.0937210675,0.2807080596,-0.1714865253
-0.5262561235,-0.2749451449,-0.0983312955,0.1313314355,-0.1116905674
-0.6197920943,0.0086884672,0.2405084349,-0.1317078355,0.0655811242
0.5315193165,0.2905667206,0.2393474933,0.610413685,-0.2069567124
0.3543180896,-0.3374281555,0.0181697375,-0.1317320754,0.0928806226
0.788139341,0.1668656578,-0.0745167083,-0.429572922,-0.1312750828
0.0478314944,0.4998287292,0.437419231,-0.2358349472,0.0424803442
-0.5507021615,0.2202614966,-0.3824258099,-0.4938457027,-0.1449934244
0.2452944095,0.2884357042,-0.6924910314,0.5664643297,-0.006596041
0.3305182816,-0.0718630354,-0.100093759,0.0915714402,0.5346781004
-0.1944270574,0.093766742,0.5054309639,0.3556284962,0.0257022443
0.2441999226,0.2532883899,0.6439163952,-0.0026312819,0.0428091825
-0.3740935008,-0.1965202653,-0.4378862671,0.0676822416,0.0296726936
-0.5004025266,0.0467986045,0.2713187926,-0.0043376961,-0.2126393931
-0.5792462816,0.0074321056,-0.1961877063,0.1185521186,0.0075902179
0.8533935134,-0.0620117333,0.1840307113,-0.2876674122,0.0173169945
0.1794202905,0.2171526952,-0.6088210484,0.6605000531,0.0069897518
-0.3723276499,-0.1844801889,0.0385299172,0.0127116151,0.160991868
-0.4066764198,-0.0803821156,-0.1576742774,0.1091346434,-0.2037761907
-0.221635124,-0.1963470107,0.0092428183,0.4557918686,-0.0630415868
-0.2008102624,-0.2646552856,0.0927265638,0.3265482281,-0.1182091258
0.8267946902,-0.2098176261,-0.0127851519,0.372352278,-0.1099659192
-0.6624033109,0.3249435064,0.0387764322,-0.0297373097,-0.1216323821
0.365168055,0.2871046274,-0.5028278293,0.6959289114,0.0056971649
0.2238680645,0.62338674,0.2846850481,0.0630506865,-0.0519669866
-0.0756894871,-0.2047285196,0.0742658634,0.2841023687,0.150840042
0.9268991671,-0.0489658452,0.0080820657,-0.0069095715,0.1116469817
-0.0424686389,-0.2312831436,0.3340298826,0.010027565,-0.058596664
0.766090836,0.1806757563,-0.0531890912,0.0654348664,-0.3415909288
-0.0351498113,-0.2047570027,-0.3449936181,0.5307637962,-0.0026765696
0.0436064337,0.1824993551,-0.8370586189,-0.4331932431,-0.0284248123
-0.5415925174,0.2100242811,0.0613437196,-0.3265401631,-0.1155798338
0.9571238497,-0.106089117,0.0066498248,0.0136508974,-0.0652517317
0.0019687003,-0.1519716297,0.0098094126,0.2571827839,-0.2790434678
-0.078589984,-0.2434246816,-0.3543343817,-0.4323882607,-0.1774841995
0.9220121781,-0.0287235414,0.1607847558,-0.0758898592,-0.0787653259
-0.1835518334,-0.1977495103,-0.118216672,-0.299822334,0.3632837951
0.0355904447,-0.3596598852,-0.121476383,0.0528063014,-0.2048972483
-0.0563188754,-0.0888265852,-0.0698541043,-0.5693996488,-0.027091153
0.0113967388,0.512075629,0.368209536,0.0872495796,-0.0104941563
-0.1134501366,-0.1596367235,0.4422616237,0.0129763172,-0.0944057183
0.417785009,0.2237361846,-0.5852394528,-0.5247171373,0.0773462786
-0.3235939266,-0.206566009,-0.2983356665,-0.1583900771,0.008306626
-0.4939891917,0.0573860879,-0.0093407727,-0.4634867683,-0.1140800573
-0.0673110138,-0.4353742053,-0.2764849266,-0.1158401279,0.056101436
0.4311381199,0.2874765188,-0.4272223487,0.725446357,-0.012525106
0.0358215849,0.5922833447,0.2067331342,0.0086803334,0.0620242991
-0.1758013485,-0.0472117953,0.1238046009,-0.55975222,-0.1494529813
-0.3713338955,-0.1473112988,-0.1522404813,-0.0346380871,0.315794419
-0.3990149044,-0.1215605532,0.0052484228,0.3615474723,-0.0833682618
-0.3559809052,-0.0459016766,-0.1125001858,-0.229056389,0.3955752511
0.8185850488,-0.1345439233,-0.130062039,0.0397883384,-0.2362338786
-0.1477951472,0.629485729,0.131560749,0.050622756,0.0125415736
-0.3742594346,-0.149937884,0.0069929441,-0.1186402769,-0.0138313293
-0.0698581229,0.1198407182,0.6199089464,0.0105990969,-0.1661461665
-0.4781415915,-0.0319267521,0.0213034505,0.0582432205,0.0375858628
0.372538913,0.4308508083,-0.6127448331,-0.3224995394,-0.2337063284
0.7542446659,0.0508185865,0.3998412311,0.1203255818,0.2752602924
-0.4224020718,0.0112085313,0.3455076722,-0.0255813801,-0.2699242046
-0.4427818035,0.4779553105,0.0125571508,0.0113338646,0.1580762359
0.1439761919,-0.2776336473,0.2157334804,-0.028027952,0.3795607255
-0.5661101706,0.0600932251,0.2358910667,-0.0814482253,-0.1645706114
-0.6061642079,0.2946401096,-0.1601608917,0.0415155666,-0.2760606009
-0.1356864439,0.4671437607,0.2699750081,0.3658960454,0.0909644572
