3.52026,0.28734,-3.19720
4.78025,1.27840,-0.99901
-0.95608,1.44286,-0.18423
-1.84084,0.06295,-1.18548
-1.96065,-0.86672,-0.58397
5.29250,-0.28288,0.87722
-0.57350,1.40213,0.25949
-1.45858,0.99159,-1.17080
-1.69215,-0.31148,1.17675
-1.95182,-0.94763,-0.25024
-0.39837,2.28514,1.00376
-1.39498,0.75530,-0.82581
2.77795,-2.70110,-2.59651
1.84350,-1.99096,2.35075
-0.87545,0.22558,2.52440
5.57393,-0.36070,-1.36822
4.03387,-0.37407,-1.53532
-1.51424,1.04335,-0.17078
2.32299,-2.54507,-1.69951
-1.29985,0.57970,1.81490
-2.60616,-0.74616,0.36255
-1.85020,0.32951,1.26192
2.00880,-2.06709,-3.05665
2.79002,3.39088,-0.36122
-0.51907,-2.00139,0.17106
-1.87676,0.35234,1.25408
-1.98621,0.32020,1.03162
-1.72488,1.23727,0.25231
-0.63006,-0.41109,-2.65688
-1.40325,-0.16375,1.42638
5.57357,-0.41029,-1.34729
4.81341,1.47881,-1.11523
-1.97658,0.92581,-0.41004
3.71835,-0.00485,-3.06927
-2.10503,0.29576,-1.08759
-0.44104,2.09889,-0.29485
-1.96358,0.96177,-0.36369
-0.20690,2.51372,1.42874
-2.49496,-1.25114,1.22376
3.52135,0.15964,-3.30139
-1.93096,0.29362,1.05052
-2.19918,-1.16275,0.24743
3.65430,0.05491,-3.23812
0.78723,-2.42191,1.23526
-1.97287,1.19746,0.24722
-2.01523,-1.49638,1.06522
-0.28652,1.35892,1.95847
-2.33750,-0.53916,-0.36373
3.46273,0.97509,2.52724
-2.19072,0.28934,0.50486
-2.21411,-1.61267,0.94305
-1.98635,0.98201,-0.31742
-1.52581,1.80112,-0.35181
0.01101,1.62420,1.75015
-1.98653,-1.00681,-0.22137
-0.96693,0.20107,1.67742
-1.66630,1.30526,0.51739
-0.46420,-2.23441,0.43172
-0.62723,-0.56064,-2.65453
1.93392,-1.88027,2.36171
-1.88541,0.27122,0.58766
-1.31969,-0.23477,0.54257
-1.83813,-0.07308,1.97075
5.30226,-0.34232,0.86271
3.48590,0.06089,-2.64632
-2.20305,-1.18297,0.31376
-1.16086,-0.32416,1.02143
2.41849,-1.85681,-0.47176
-2.53582,-0.65671,-0.22511
-0.51451,-1.40266,1.76615
-0.09751,1.59084,1.31904
