-3.60689,-1.83746,-1.58621
-4.41903,0.37041,-0.31450
0.48559,-0.69372,1.28392
1.38778,-1.32085,0.01853
1.75214,-0.63062,-0.56290
-3.78706,1.59093,-1.03184
0.22050,-0.15034,1.25426
0.91034,-1.21547,0.60878
1.64817,0.93736,0.21343
1.79017,-0.35075,-0.54977
0.04743,-0.10243,2.10009
0.91008,-0.95585,0.59506
-2.12682,-0.92948,-3.38353
-0.91903,2.77375,-0.93205
0.94750,1.82951,1.15496
-5.08839,-0.92261,-0.18504
-3.67517,-0.50741,-1.36910
1.10572,-0.55718,1.02439
-1.56816,-0.39476,-2.74332
1.18971,1.08238,1.14657
2.39193,0.01267,-0.06408
1.64480,0.69916,0.86732
-1.78017,-1.54414,-3.03209
-2.82053,-2.32910,1.84157
0.84574,1.02747,-1.37044
1.64473,0.66344,0.86997
1.67759,0.58391,0.83817
1.21850,-0.29362,1.31873
0.34019,-1.99100,-1.10301
1.39771,1.06835,0.45578
-5.13486,-0.96646,-0.14929
-4.42801,0.39292,-0.11327
1.47653,-0.85701,0.96112
-3.48896,-1.29844,-1.56902
1.54453,-1.39771,0.32185
-0.00964,-0.99573,1.53970
1.45977,-0.84542,1.03441
-0.03541,0.25613,2.35786
2.67544,0.37599,-0.32839
-3.56956,-1.86014,-1.54067
1.70990,0.53157,0.72684
2.06926,0.20156,-0.54054
-3.50492,-1.55259,-1.39942
-0.02392,1.87794,-1.64392
1.46729,-0.32769,1.28609
2.19318,0.13402,-0.93267
0.24415,0.82155,1.58213
2.05304,-0.53059,-0.11367
-2.55657,2.06093,1.13653
1.88522,0.16589,0.74791
2.33194,0.41912,-0.88938
1.48437,-0.84594,1.07289
0.96498,-1.00780,1.56295
-0.17327,0.93139,2.02903
1.81308,-0.30610,-0.54849
0.96935,1.14467,0.72552
1.22660,-0.17703,1.41230
0.91304,0.95837,-1.59256
0.35755,-1.93347,-1.16943
-0.99114,2.79201,-1.09599
1.61964,0.27205,0.75189
1.23757,0.36317,0.14235
1.79725,1.26646,0.92198
-4.34338,1.77203,-1.20807
-3.45545,-1.40603,-1.52124
2.08280,0.25745,-0.52343
1.21889,0.76154,0.23672
-1.92566,0.70868,-2.29257
2.26977,-0.51713,-0.12815
1.00608,1.82871,-0.55745
-0.19555,0.61859,1.94394
