-4.33257,1.45997,-0.40940,-0.16056,0.66402,-0.06588,-0.27628,-0.79276,-0.11216,-0.14631,0.27237,-0.01656,-0.14497,-0.12086,0.04618,-0.05275,-0.11526,-0.02726,0.02591,-0.12067
-4.51436,-1.14311,0.56060,-0.46782,0.38533,-1.48179,-0.16619,-0.21315,0.00448,-0.23435,-0.28009,-0.26981,0.18501,0.69261,0.31329,-0.03987,0.15588,-0.09124,0.00773,0.12078
1.19809,0.10261,-1.03866,0.47444,-0.41671,-0.42240,0.40732,0.14681,-0.12284,0.17440,0.41076,0.00288,-0.36188,0.02252,0.12379,-0.29240,0.24379,-0.19812,-0.02068,0.11386
1.46785,0.96729,-0.39035,-0.48185,-0.43137,-0.12355,0.28975,0.18805,-0.93379,0.05832,-0.33281,-0.07421,0.33466,0.07510,-0.25522,-0.02580,-0.12772,0.10021,0.05250,0.24820
1.69339,0.78197,0.51949,-0.79136,-0.03466,-0.31348,-0.25471,-0.21754,-0.55995,-0.05792,-0.07344,0.21627,0.04435,-0.42058,0.15927,0.08962,0.16083,0.13782,0.05083,-0.02532
-4.51531,-1.77139,-0.73434,-0.86220,0.22904,1.44797,0.53948,-0.04849,0.13622,0.28102,-0.76748,0.20413,0.19598,-0.30139,0.29952,-0.64898,0.00410,0.09528,-0.02799,-0.04081
1.15623,-0.08494,-0.79960,0.41308,-0.66275,-0.33965,0.06056,-0.50255,-0.08936,0.82370,0.06171,-0.03265,0.07962,-0.17770,-0.15385,0.14352,0.26344,0.25932,-0.54539,0.05299
1.33540,1.02066,-0.79114,0.27561,-0.43912,0.00915,0.39265,-0.63132,-0.44314,-0.25712,-0.13428,-0.03805,0.30134,-0.20761,0.10926,0.12741,-0.06103,-0.17243,0.12010,-0.01876
1.79271,-0.16655,0.24616,-0.07007,0.51700,0.14429,-0.18199,-0.48184,0.38123,0.17422,-0.05522,0.35384,0.32061,0.18276,-0.21054,0.07678,-0.16220,-0.42977,-0.24127,-0.14209
1.74714,0.44334,0.60831,-0.83748,0.03174,-0.40375,-0.26020,0.09112,-0.59853,0.07211,-0.32908,0.22429,0.04372,-0.23220,0.00324,0.09291,0.04112,0.17866,0.02494,0.04812
0.93035,-0.74247,-1.57514,-0.32944,-1.00646,0.45559,-0.62765,-0.28740,0.20613,0.01389,0.27485,-0.61168,-0.21748,0.07073,-0.01155,0.04887,-0.23996,0.03317,-0.06670,-0.20087
1.39992,0.80967,-0.67965,0.25044,-0.31269,0.01717,0.39622,-0.48753,-0.40492,-0.06366,-0.21428,-0.01705,0.31773,-0.07562,0.00287,0.15460,-0.12105,-0.14225,-0.01990,0.02225
-3.53385,1.20146,0.53067,-1.08651,-1.83796,0.12306,0.58771,0.93632,1.01222,0.03569,0.00130,0.28028,-0.05598,-0.26995,-0.05688,0.26899,-0.12450,-0.13051,-0.07327,0.10943
-0.95299,-1.68748,2.41598,0.53752,-1.01252,-0.37827,0.91002,-0.47131,-0.54419,-0.32182,0.39999,-0.52129,0.20933,-0.19165,0.02930,-0.08316,-0.19780,0.12232,-0.13407,-0.15458
1.55156,-1.45065,-0.15373,-0.27608,-0.12096,0.50344,-0.72986,-0.32167,0.38913,0.11041,0.05342,-0.50193,0.20633,-0.43032,0.12751,0.50107,0.39803,-0.05666,0.02728,0.26777
-5.33851,-0.61563,-0.31958,0.57392,0.90651,-0.59701,0.11980,0.87568,0.08661,0.02067,-0.31795,-0.28622,-0.21071,-0.30600,-0.76196,0.27915,0.21868,-0.07810,0.04937,-0.20955
-4.18896,0.12099,0.03963,0.37350,0.49497,-0.12882,-0.23462,-0.26421,-0.03547,0.59954,-0.00059,-0.16651,0.12239,0.24045,-0.12519,0.05944,-0.06107,0.15351,-0.10492,0.76204
1.50822,0.24067,-0.66182,0.54321,0.11045,-0.26238,0.72537,0.11696,-0.06439,-0.12256,-0.24832,-0.13514,-0.13483,0.13897,0.21082,-0.00349,-0.09933,-0.00110,0.23358,0.25137
-2.77220,0.51135,0.96222,-1.12921,-1.72634,-0.45092,0.34075,0.83528,0.71628,-0.12326,0.03151,0.10637,-0.01276,0.22923,0.17194,0.14066,0.01502,-0.17290,-0.10016,0.20583
1.64072,-0.91025,-0.01457,0.17839,0.31273,-0.18020,-0.08184,0.05741,0.63687,0.10833,0.57015,0.10671,0.16385,-0.31965,-0.12564,-0.12136,0.62208,0.07234,0.06694,0.20911
1.91923,0.23519,0.50622,-0.93520,0.65556,-0.05179,0.01281,0.66687,-0.05629,0.04540,0.36224,0.09843,0.03784,0.24197,-0.29146,-0.41537,0.06923,0.04149,0.00399,-0.13338
1.81879,-0.37827,0.10318,0.09382,0.74099,-0.05730,0.13738,0.00913,0.66497,-0.30966,0.12205,0.21793,0.03235,-0.10351,0.02550,-0.00416,-0.04430,0.11370,0.11163,-0.02795
-2.98853,1.86690,0.42406,-0.83261,-1.62087,0.35792,0.37803,0.45595,0.88046,0.01191,0.30172,0.28941,-0.13055,-0.20776,0.16133,0.20412,-0.15574,-0.10588,-0.00520,-0.03372
-2.30522,-0.48256,-0.68997,2.15450,0.42838,-0.13927,-1.27363,2.14914,-0.88049,-0.09806,0.55210,0.27071,0.59134,-0.47634,0.76619,-0.04662,-0.39896,-0.16520,-0.24741,0.02248
0.83078,0.36322,1.32565,1.19930,-0.08481,0.55921,-0.70174,-0.19328,0.13389,0.08700,-0.58651,0.23351,-0.58318,-0.03065,-0.20513,-0.07797,-0.25667,-0.00005,-0.00433,0.23353
1.81950,-0.36137,0.09893,0.10105,0.75416,-0.03898,0.14272,0.00236,0.66713,-0.27855,0.12903,0.22589,0.03008,-0.11351,0.01536,0.00053,-0.03464,0.11895,0.10822,0.04645
1.80646,-0.09050,0.08164,0.08372,0.77110,0.04868,0.15390,-0.10642,0.62608,-0.20575,0.32650,0.19417,0.01010,-0.12939,0.02076,-0.04826,0.04635,-0.08366,0.05116,-0.13659
1.56018,0.21559,-0.78475,0.35078,0.28799,0.17514,0.64995,0.07511,0.28819,-0.27425,0.19883,-0.09475,0.29149,0.34635,-0.16989,-0.21468,-0.18799,-0.07435,0.11588,0.11661
-0.03306,1.84106,0.27467,1.28852,-0.87778,0.88368,-0.41283,-0.03878,-0.03063,-0.70729,-0.44577,-0.32789,0.25227,0.21070,0.10616,-0.18465,0.65976,-0.08066,0.01983,-0.14869
1.76032,-0.52243,0.24917,-0.09529,0.33769,-0.12655,-0.25167,-0.37947,0.43388,-0.31063,-0.31275,0.34535,0.41066,0.03304,-0.08405,0.19961,-0.28708,0.02600,-0.00940,-0.06017
-5.32731,-0.61362,-0.32882,0.57745,0.91221,-0.60151,0.11086,0.88393,0.08998,0.01343,-0.33595,-0.29253,-0.21635,-0.31117,-0.77869,0.27863,0.23360,-0.07833,0.03482,-0.21855
-4.57873,-1.24667,0.48159,-0.50184,0.39273,-1.51501,-0.16117,-0.22484,-0.06958,-0.41550,-0.18949,-0.14707,0.11343,0.69051,0.30288,0.07917,0.15981,-0.09061,-0.01956,0.03899
