-4.33257,1.45997,-0.40940,-0.16056,0.66402,-0.06588,-0.27628,-0.79276,-0.11216
-4.51436,-1.14311,0.56060,-0.46782,0.38533,-1.48179,-0.16619,-0.21315,0.00448
1.19809,0.10261,-1.03866,0.47444,-0.41671,-0.42240,0.40732,0.14681,-0.12284
1.46785,0.96729,-0.39035,-0.48185,-0.43137,-0.12355,0.28975,0.18805,-0.93379
1.69339,0.78197,0.51949,-0.79136,-0.03466,-0.31348,-0.25471,-0.21754,-0.55995
-4.51531,-1.77139,-0.73434,-0.86220,0.22904,1.44797,0.53948,-0.04849,0.13622
1.15623,-0.08494,-0.79960,0.41308,-0.66275,-0.33965,0.06056,-0.50255,-0.08936
1.33540,1.02066,-0.79114,0.27561,-0.43912,0.00915,0.39265,-0.63132,-0.44314
1.79271,-0.16655,0.24616,-0.07007,0.51700,0.14429,-0.18199,-0.48184,0.38123
1.74714,0.44334,0.60831,-0.83748,0.03174,-0.40375,-0.26020,0.09112,-0.59853
0.93035,-0.74247,-1.57514,-0.32944,-1.00646,0.45559,-0.62765,-0.28740,0.20613
1.39992,0.80967,-0.67965,0.25044,-0.31269,0.01717,0.39622,-0.48753,-0.40492
-3.53385,1.20146,0.53067,-1.08651,-1.83796,0.12306,0.58771,0.93632,1.01222
-0.95299,-1.68748,2.41598,0.53752,-1.01252,-0.37827,0.91002,-0.47131,-0.54419
1.55156,-1.45065,-0.15373,-0.27608,-0.12096,0.50344,-0.72986,-0.32167,0.38913
-5.33851,-0.61563,-0.31958,0.57392,0.90651,-0.59701,0.11980,0.87568,0.08661
-4.18896,0.12099,0.03963,0.37350,0.49497,-0.12882,-0.23462,-0.26421,-0.03547
1.50822,0.24067,-0.66182,0.54321,0.11045,-0.26238,0.72537,0.11696,-0.06439
-2.77220,0.51135,0.96222,-1.12921,-1.72634,-0.45092,0.34075,0.83528,0.71628
1.64072,-0.91025,-0.01457,0.17839,0.31273,-0.18020,-0.08184,0.05741,0.63687
1.91923,0.23519,0.50622,-0.93520,0.65556,-0.05179,0.01281,0.66687,-0.05629
1.81879,-0.37827,0.10318,0.09382,0.74099,-0.05730,0.13738,0.00913,0.66497
-2.98853,1.86690,0.42406,-0.83261,-1.62087,0.35792,0.37803,0.45595,0.88046
-2.30522,-0.48256,-0.68997,2.15450,0.42838,-0.13927,-1.27363,2.14914,-0.88049
0.83078,0.36322,1.32565,1.19930,-0.08481,0.55921,-0.70174,-0.19328,0.13389
1.81950,-0.36137,0.09893,0.10105,0.75416,-0.03898,0.14272,0.00236,0.66713
1.80646,-0.09050,0.08164,0.08372,0.77110,0.04868,0.15390,-0.10642,0.62608
1.56018,0.21559,-0.78475,0.35078,0.28799,0.17514,0.64995,0.07511,0.28819
-0.03306,1.84106,0.27467,1.28852,-0.87778,0.88368,-0.41283,-0.03878,-0.03063
1.76032,-0.52243,0.24917,-0.09529,0.33769,-0.12655,-0.25167,-0.37947,0.43388
-5.32731,-0.61362,-0.32882,0.57745,0.91221,-0.60151,0.11086,0.88393,0.08998
