0.50557,4.31137
2.48251,3.74913
-1.20408,-0.38167
-1.94233,-1.35420
-1.23944,-2.10071
2.85506,3.06408
-0.81105,-0.22550
-1.62382,-0.77547
0.32393,-1.82961
-0.87346,-2.18688
-2.13343,-0.13914
-1.41831,-0.81572
-1.53900,3.82362
3.06870,-0.14319
1.21934,-2.01864
2.26197,4.76141
1.28194,3.72894
-1.06092,-0.96867
-1.00591,2.92749
0.58028,-1.41588
-0.60803,-2.53815
0.08512,-1.67429
-1.63154,3.49789
3.88310,1.47609
1.47200,-0.82663
0.05728,-1.66851
-0.01155,-1.66840
-0.86580,-0.98615
-2.13960,1.02003
0.37187,-1.57440
2.30028,4.80369
2.57089,3.70010
-1.32753,-1.30083
0.71269,3.95118
-1.88344,-1.52054
-1.76283,0.07379
-1.32855,-1.26344
-2.38312,-0.07785
0.16379,-2.86075
0.46745,4.27612
-0.09019,-1.69431
-0.42133,-2.48447
0.55816,4.03197
2.31701,-0.33361
-0.91799,-1.19887
0.31123,-2.64383
-0.18839,-0.13970
-1.03170,-2.18750
2.98629,1.31467
-0.36454,-1.68216
0.09198,-2.80039
-1.36447,-1.28303
-1.89026,-0.88249
-0.80983,0.44183
-0.82967,-2.21597
0.44221,-1.15836
-0.77718,-0.96830
1.67923,-0.98363
-2.10319,1.02820
3.16622,-0.07325
-0.25983,-1.49010
-0.13195,-1.22874
0.64827,-2.14174
-0.26761,4.96060
0.62553,3.95154
-0.39662,-2.49467
0.09337,-1.21792
1.48883,2.23581
-0.99530,-2.41004
1.60740,-1.46158
-1.04570,0.36036
