0.5586599241,0.2079939779
-0.7664917563,0.3161175623
0.2062436298,-0.2294536949
0.2062436298,-0.2294536949
0.3950592948,0.1168044888
-0.2098688083,-0.8753012198
0.00964819,0.0087729008
0.4480203924,0.3147238704
-0.3704776481,-0.0973475538
-0.237357777,0.0812553004
0.4988573827,0.4303980969
0.151252534,0.2527376517
0.7446865045,-0.1202276923
-0.5758495712,0.3392643831
-0.4278143563,-0.5170668903
-0.7226879194,-0.4290975784
0.9920862724,-0.005980566
-0.1748186544,0.1082083689
-0.3267904634,0.5761439317
-0.0671883523,-0.0686302176
-0.5057190827,-0.0527015206
-0.1046175236,0.1514175948
0.6613434825,0.0474858376
-0.695057226,-0.4287348229
0.4248352145,-0.2407877709
-0.4385081643,-0.0510605204
-0.0671883523,-0.0686302176
-0.0361213878,0.2924143006
0.5779625331,0.1803627215
-0.5954751575,0.1382239939
-0.7135338077,-0.4233233915
-0.6580251101,0.2867230245
0.272238924,-0.0351824332
0.7078019093,0.0226414223
0.2280675717,0.0582432127
0.8008596742,-0.1454901129
0.1858227095,-0.1019670968
-0.0789198679,-0.8708314919
-0.4138096476,0.1487928526
0.618823798,0.1505526874
0.1969496735,0.0450540539
0.2062436298,-0.2294536949
0.9024341469,-0.1556601338
0.1858227095,-0.1019670968
0.0287692677,0.2233756363
0.1736354656,0.06990219
-0.1908189252,0.4536031014
0.1970060372,0.0450755945
0.0717498746,-0.8494274802
0.00964819,0.0087729008
-0.1462484107,0.1190786935
0.1858227095,-0.1019670968
-0.7009434361,-0.4065028265
-0.5468975338,0.2953923936
0.1534477808,-0.2917938387
-0.0671883523,-0.0686302176
-0.2140145489,0.1069800247
0.5435369278,-0.2987103364
0.635152733,0.2138610147
-0.8450458186,0.243655787
0.00964819,0.0087729008
-0.119545103,0.152643965
-0.1305600151,0.1313206705
-0.1859816597,-0.589266706
0.6877295678,0.1053550653
-0.0829088503,-0.0951885839
-0.7101344216,0.1942761754
0.3382961158,-0.0965209796
-0.2917987106,0.0350821087
-0.7318333817,-0.1659815081
-0.5300769631,0.2841928601
