2.16598,3.90995,1.60925,-0.24011
2.80485,2.29687,1.84782,3.01094
-0.70688,-0.71505,0.49264,-1.50621
-1.75358,0.23494,-0.75780,-1.11403
-1.56230,-0.00194,-1.56013,-0.38090
1.29333,2.29362,4.40601,1.53963
-1.22012,-0.57973,0.69868,-1.05517
-1.10891,0.05606,-0.31479,-1.86036
-0.75124,-1.66603,-1.16610,0.09267
-1.50280,-0.24955,-1.57783,-0.10429
-1.93920,-0.65382,1.40917,-0.24701
-1.04315,-0.18296,-0.39052,-1.57021
-0.24142,4.19041,0.70756,1.82810
1.21350,-0.58099,-0.30890,3.32089
-1.27934,-2.00443,0.28136,1.02706
3.68599,2.81750,2.98509,1.52193
2.97946,2.68201,1.46758,0.94726
-0.39651,-0.95539,-0.31470,-1.58146
-0.12891,3.07393,0.33433,2.27486
-0.26680,-2.25309,-0.11921,-0.01417
-1.51806,-1.05791,-1.89077,-0.01152
-0.43562,-1.99984,-0.82539,-0.43415
-0.17594,4.08189,0.14303,0.89759
3.83530,-0.29595,1.98744,-0.97472
1.22363,-0.55549,-1.96098,-0.16583
-0.39802,-2.00307,-0.84496,-0.46026
-0.54319,-1.84076,-0.98219,-0.61355
-0.70227,-1.33629,-0.16907,-1.49790
0.95928,1.31686,-1.39902,-1.85698
-0.61819,-1.79240,-0.80846,0.28401
3.73509,2.78233,2.95709,1.51679
2.94957,2.09751,2.08936,3.01281
-0.44827,-0.84670,-0.89044,-1.76259
2.25463,3.98321,1.47626,0.16449
-1.57539,0.02606,-0.98865,-1.43685
-1.48855,-0.02259,1.13848,-1.24805
-0.38210,-0.90257,-0.86211,-1.75390
-1.84863,-0.96390,1.91932,-0.25966
-2.32286,-1.11679,-1.14057,0.62670
2.15714,4.04680,1.47198,-0.17647
-0.60715,-1.83325,-0.92715,-0.56598
-1.61252,-0.69057,-1.63927,0.36448
2.11792,4.10265,1.54408,0.02318
1.88228,-0.58360,-1.40603,1.62539
-0.76127,-1.37224,-0.42250,-1.60973
-2.34357,-0.61618,-0.85094,0.51889
-0.82821,-1.79001,1.33786,0.15279
-1.30461,-0.46120,-1.84143,-0.64219
-0.34859,0.32212,3.62106,2.42371
-0.25179,-1.43243,-1.46682,-0.89143
-2.30013,-0.69926,-1.10097,0.76017
-0.33052,-0.96077,-0.85979,-1.74564
-0.01548,-1.26227,0.23652,-1.91406
-0.51086,-1.70298,1.67574,-0.29978
-1.47463,-0.26547,-1.65486,-0.03896
-0.60094,-1.84198,-0.14196,0.41550
-0.42529,-1.58495,-0.05699,-1.37107
1.41058,-0.69326,-1.99929,0.03956
0.94390,1.38210,-1.49567,-1.77380
1.12739,-0.45558,-0.26563,3.37098
-0.20959,-1.49388,-1.23206,-0.78953
-0.48160,-1.06650,-1.20095,-0.12170
-1.45147,-2.09714,-0.46144,0.18538
1.22361,2.36412,4.39658,1.55461
2.28847,3.42115,1.51616,0.02857
-1.56950,-0.74541,-1.66395,0.44545
-0.25036,-1.47162,-1.23066,0.24838
2.28222,1.97544,-0.87087,0.94349
-1.22501,-0.60289,-2.09800,-0.42422
1.39011,-1.78098,-1.09126,-0.14374
-0.66288,-1.37587,1.50064,-0.50805
