-4.27051,2.15328
-5.06013,-0.31624
1.23160,0.94912
2.63075,0.83801
1.66493,-1.48962
-5.17269,-1.71354
0.74275,0.71564
1.92514,1.26822
1.49604,-0.93253
1.74755,-1.55137
1.62622,2.19604
1.70735,0.90389
-3.20930,3.34861
-1.72362,-3.15790
0.87711,-2.12618
-5.79522,0.83161
-4.27929,0.82378
1.83025,0.60735
-3.30883,-0.13885
0.89723,-0.45766
2.52548,-1.44483
1.78976,-0.61976
-2.76237,2.99403
-1.53410,4.27404
-0.20420,-1.45507
1.81843,-0.62682
1.96780,-0.56488
1.79389,0.42836
-0.36011,2.29155
1.26006,-0.96544
-5.79721,0.80542
-5.17421,-0.37835
2.31073,0.45054
-4.41650,2.00270
2.80195,0.49708
1.26525,1.95968
2.27863,0.45023
1.63100,2.58345
2.49860,-2.07780
-4.31356,2.23588
1.90441,-0.56542
2.12674,-1.67319
-4.41609,2.16531
-1.17210,-2.24861
2.01821,0.33236
1.80019,-2.25093
0.76260,1.45641
2.48499,-1.06202
-3.31417,-2.89609
2.28988,-0.39598
2.00438,-2.32390
2.30179,0.41177
2.25313,1.26416
0.99873,2.03305
1.75170,-1.61150
0.77254,-0.64787
1.64638,0.38989
-0.21786,-1.88512
-0.41162,2.27030
-1.81224,-3.08685
1.96472,-0.34460
1.26663,-0.59621
2.82444,-0.68420
-5.19304,-1.69165
-4.03808,1.71495
2.10803,-1.72417
1.09516,-0.86847
-2.57212,0.59904
2.61762,-1.20910
0.29163,-2.13533
0.92678,1.67234
