0.6266819194,0.0648056308,0.1519773423
-0.6490381597,0.298916784,0.3201063685
0.2416310748,0.2264891032,-0.3363766074
-0.072056877,-0.1135514131,-0.6486435345
0.3770896504,-0.0113764417,0.1104365854
-0.3033433619,-0.7410740935,0.1185557846
0.1402989505,0.0339959823,-0.2040138125
0.5413370067,0.1979454921,0.1818595658
0.0244918368,0.0161228119,-0.2292700845
-0.1548011092,0.0663102261,-0.1125500403
0.3326753951,0.3016108211,0.3059847553
0.2988223069,0.1610355846,-0.1929895443
0.4678868722,-0.0320338605,0.5441811557
-0.5827827739,0.3214721222,0.2303026324
-0.6296351707,-0.2971075446,0.3862709147
-0.3493836843,-0.3212816139,0.7040960823
0.9236941652,-0.0246040407,-0.3662099267
-0.2164018234,0.0979711691,-0.5012759429
-0.2157348912,0.4901653256,0.2057824195
0.106714424,0.0187386405,-0.3113271592
-0.287588376,-0.0098045644,-0.1507577249
-0.1323062568,0.145811812,-0.0239862707
0.5717391736,0.046874222,0.3435111264
-0.2270889233,-0.1877820756,0.68528722
0.2219587531,-0.1131257226,-0.4117489795
0.3600968645,-0.1475114522,0.0077202845
0.0087932919,0.0383518821,-0.1446017026
-0.0840367447,0.2564530017,-0.1742818102
0.5986916258,0.0209993011,0.0365122822
-0.5900694646,0.0679645924,-0.206553096
-0.3092486794,-0.3159950167,0.7228635379
-0.6585477967,0.2726062101,0.1250807285
0.2841528452,-0.0870415052,-0.1644192238
0.7610303981,0.0344265331,0.2031448478
0.2888623836,0.0314528275,-0.2541045352
0.549145998,-0.0506104362,0.5928673846
-0.1181040146,-0.0157974769,-0.244179513
-0.306590639,-0.7332632904,-0.0919143249
-0.3265094979,0.0701936213,0.1419131002
0.555886505,0.1021973126,0.3778239151
0.3128978837,-0.0717997392,-0.2481360528
0.1867671389,-0.1487667163,-0.1041175613
0.828483611,-0.0947333524,0.3845265102
0.3024995835,-0.0762978536,-0.3921442495
0.0784196189,0.2008887659,-0.0703668445
-0.1643577416,-0.0406120829,-0.3592907136
-0.2187309489,0.3582059198,0.2531352087
0.0409979223,-0.0449106001,-0.4356483428
-0.1081609998,-0.7422695261,0.047642366
0.041546914,-0.0177245836,-0.2358614506
-0.1780215269,-0.044661677,-0.3525040234
0.2227946785,-0.0545938773,-0.2459500559
-0.1722851721,-0.3204239405,0.6049439757
-0.562987289,0.2872637711,0.2255290524
0.0102378763,-0.1297866923,-0.1930874696
0.3059122762,0.0099077466,-0.3092883366
-0.3164837137,0.0266330621,-0.3686349267
0.2675449018,-0.2445084712,-0.1364488633
0.6509196592,0.1230306609,0.2122256396
-0.6760867019,0.2303016602,0.4096034324
0.1060498157,0.0635178262,-0.228172013
-0.1536509822,0.0924757986,-0.1771250221
0.0576028967,0.047596243,-0.0799160617
-0.5304239641,-0.4953587523,0.1095253225
0.838343856,-0.0369865578,0.2860439636
-0.1389361164,-0.1628206341,-0.1634185027
-0.7384329948,0.2121821419,-0.0062692242
0.1795532063,0.1184739576,-0.1553140544
-0.4741209462,-0.1191787084,-0.226155893
-0.1360485182,5.15953132608508E-05,0.3101116591
-0.4627621509,0.2690306594,0.0875545567
