dut,in,6061
dut,aan,620 
dut,op,3632
dut,om,113
dut,rond,3
dut,voor,84
dut,tegen,88
dut,binnen,13
dut,door,199
dut,naast,125
dut,boven,21
dut,onder,362
dut,over,172
dut,achter,250
dut,bij,1
dut,buiten,1
dut,halverwege,1
dut,onderaan,1
eng,on,100
eng,in,100
eng,around,5
eng,next to,5
eng,above,5
eng,under,5
eng,through,5
eng,over,5
eng,in front of,5
eng,behind,5
